"sno","repo_name","repo_url","description","stars","language","last_updated","scraped_at","has_features","feature_count","feature_info","is_accessible","accessibility_info","validated_at","id","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","hasWiki","isArchived","isDisabled","isLocked","languages","topics"
"901","bioboxes/validator-short-read-assembler","https://github.com/bioboxes/validator-short-read-assembler","Validation container for the short read assembler spec","1","Gherkin","2015-05-11T15:49:45Z","2026-04-06T15:26:30.391238","true","1","1 .feature files found","true","OK","2026-04-10T08:31:05Z","30727899","false","148","3","0","0","Cucumber","master","","","1","1","2","676","2015-02-12T22:36:22Z","2015-05-11T15:49:45Z","2015-05-08T08:52:00Z","3","3","21","0","true","false","false","false","",""
"902","rpierz-pk/apigee-security-bdd","https://github.com/rpierz-pk/apigee-security-bdd","Apigee API Proxies for Testing BDD Security","1","Gherkin","2023-01-24T00:42:41Z","2026-04-06T15:26:30.391249","true","1","1 .feature files found","true","OK","2026-04-10T08:31:15Z","212119922","false","88","10","0","0","Gherkin","master","","","1","1","2","206","2019-10-01T14:38:37Z","2023-01-24T00:42:41Z","2023-04-06T19:37:12Z","9","9","12","9","true","false","false","false","",""
"903","Theo3285/VTC-Booking","https://github.com/Theo3285/VTC-Booking","Kata to practice double loop BDD/TDD with Gherkin & Cucumber","1","Gherkin","2018-09-12T09:04:54Z","2026-04-06T15:26:30.391260","true","1","1 .feature files found","true","OK","2026-04-10T08:31:30Z","148126496","false","2","2","0","1","Gherkin","master","","","1","1","0","14","2018-09-10T08:52:16Z","2018-09-12T09:04:54Z","2019-03-24T09:55:49Z","0","0","0","0","true","false","false","false","",""
"904","Liuyxxx314/selenium-cucumber-java-autotest","https://github.com/Liuyxxx314/selenium-cucumber-java-autotest","N/A","1","Gherkin","2020-07-17T01:51:24Z","2026-04-06T15:26:30.391264","true","1","1 .feature files found","true","OK","2026-04-10T08:31:35Z","280299689","false","2","1","0","0","Gherkin","master","","","1","1","0","72","2020-07-17T01:46:39Z","2020-07-17T01:51:24Z","2021-07-31T03:30:33Z","0","0","0","0","true","false","false","false","",""
"905","gaip/Testoper-Karate","https://github.com/gaip/Testoper-Karate","Testoper karate works","1","Gherkin","2021-02-04T08:42:33Z","2026-04-06T15:26:30.391268","true","1","1 .feature files found","true","OK","2026-04-10T08:31:40Z","335886765","false","6","1","0","0","Gherkin","main","Apache License 2.0","","1","1","3","15","2021-02-04T08:24:24Z","2021-02-04T08:42:33Z","2021-02-04T14:39:48Z","0","0","0","0","true","false","false","false","",""
"906","mestihudson/cucumber-studio","https://github.com/mestihudson/cucumber-studio","N/A","1","Gherkin","2021-05-26T00:14:20Z","2026-04-06T15:26:30.391283","true","1","1 .feature files found","true","OK","2026-04-10T08:31:59Z","370859235","false","2","1","0","0","Gherkin","main","","","1","1","0","0","2021-05-26T00:11:14Z","2021-05-26T00:14:20Z","2023-03-09T03:55:01Z","0","0","0","0","true","false","false","false","",""
"907","JuanAlvarezB/PBKarate","https://github.com/JuanAlvarezB/PBKarate","N/A","1","Gherkin","2025-07-17T03:49:26Z","2026-04-06T15:26:30.391287","true","1","1 .feature files found","true","OK","2026-04-10T08:32:04Z","1019626649","false","6","2","0","0","Gherkin","main","","","1","1","0","65","2025-07-14T16:07:36Z","2025-07-17T03:49:26Z","2025-07-21T01:24:48Z","0","0","2","0","true","false","false","false","",""
"908","rogeriosaraceni/cypress-basic","https://github.com/rogeriosaraceni/cypress-basic","N/A","1","Gherkin","2024-04-11T17:40:18Z","2026-04-06T15:26:30.391302","true","1","1 .feature files found","true","OK","2026-04-10T08:32:23Z","785335977","false","2","1","0","0","Gherkin","main","MIT License","","1","1","0","1839","2024-04-11T17:22:09Z","2024-04-11T17:40:18Z","2024-04-11T17:59:46Z","0","0","0","0","true","false","false","false","",""
"909","luu52/Calculator","https://github.com/luu52/Calculator","N/A","1","Gherkin","2022-07-21T11:27:38Z","2026-04-06T15:26:30.391320","true","1","1 .feature files found","true","OK","2026-04-10T08:32:47Z","515491524","false","7","1","0","0","Gherkin","main","","","1","1","0","35","2022-07-19T08:03:47Z","2022-07-21T11:27:38Z","2022-09-01T07:40:07Z","0","0","0","0","true","false","false","false","",""
"910","IllinoisLegalAidOnline/docassemble-AppearanceEfile","https://github.com/IllinoisLegalAidOnline/docassemble-AppearanceEfile","IL Appearance with E-filing","1","Gherkin","2025-12-01T22:41:12Z","2026-04-06T15:26:30.391331","true","1","1 .feature files found","true","OK","2026-04-10T08:33:01Z","501690362","false","151","2","0","3","Gherkin","main","MIT License","","1","1","4","9653","2022-06-09T14:38:11Z","2025-12-01T22:41:12Z","2025-12-01T22:41:00Z","3","3","21","2","true","false","false","false","","docassemble-interview"
"911","ciaranmcnulty/product-returns","https://github.com/ciaranmcnulty/product-returns","N/A","1","Gherkin","2016-03-23T15:31:58Z","2026-04-06T15:26:30.391339","true","1","1 .feature files found","true","OK","2026-04-10T08:33:11Z","54557595","false","2","2","0","0","Cucumber","master","","","1","1","0","12","2016-03-23T12:21:46Z","2016-03-23T15:31:58Z","2016-10-19T15:58:32Z","0","0","0","0","true","false","false","false","",""
"912","handrez88/api","https://github.com/handrez88/api","N/A","1","Gherkin","2026-03-30T02:50:16Z","2026-04-06T15:26:30.391356","true","1","1 .feature files found","true","OK","2026-04-10T08:33:32Z","1194191676","false","2","1","0","0","Gherkin","main","","","1","1","0","5","2026-03-28T03:02:30Z","2026-03-30T02:50:16Z","2026-04-01T04:04:42Z","0","0","0","0","true","false","false","false","",""
"913","tarnawski/smoke-test","https://github.com/tarnawski/smoke-test","Automated software testing solution","1","Gherkin","2019-04-12T05:52:44Z","2026-04-06T15:26:30.391360","true","1","1 .feature files found","true","OK","2026-04-10T08:33:38Z","168772235","false","8","1","0","0","Gherkin","master","","","1","1","0","11","2019-02-01T23:13:33Z","2019-04-12T05:52:44Z","2019-04-12T05:52:45Z","0","0","0","0","true","false","false","false","",""
"914","weltraumpirat/ws_test_driving_your_domain_core_java","https://github.com/weltraumpirat/ws_test_driving_your_domain_core_java","Java sources to get you started.","1","Gherkin","2020-02-06T08:47:30Z","2026-04-06T15:26:30.391372","true","1","1 .feature files found","true","OK","2026-04-10T08:33:52Z","238633806","false","2","1","0","0","Gherkin","master","MIT License","","1","1","0","4","2020-02-06T07:43:55Z","2020-02-06T08:47:30Z","2020-12-17T15:57:16Z","0","0","0","0","true","false","false","false","",""
"915","SundusSajid/exercise_cypress","https://github.com/SundusSajid/exercise_cypress","cypress exercise","1","Gherkin","2022-11-25T06:58:27Z","2026-04-06T15:26:30.391399","true","1","1 .feature files found","true","OK","2026-04-10T08:34:26Z","570413725","false","3","1","0","0","Gherkin","main","","","1","1","0","3","2022-11-25T06:03:18Z","2022-11-25T06:58:27Z","2023-05-07T17:23:50Z","0","0","0","0","true","false","false","false","",""
"916","ciaranmcnulty/phpnw16-workshop","https://github.com/ciaranmcnulty/phpnw16-workshop","N/A","1","Gherkin","2016-10-01T15:13:20Z","2026-04-06T15:26:30.391411","true","1","1 .feature files found","true","OK","2026-04-10T08:34:41Z","69031999","false","7","2","0","1","Cucumber","master","MIT License","","1","1","0","16567","2016-09-23T14:23:27Z","2016-10-01T15:13:20Z","2017-08-05T21:30:41Z","0","0","0","0","true","false","false","false","",""
"917","profileEnumerable/UserStories-for-Family-DB-project-using-Gherkin","https://github.com/profileEnumerable/UserStories-for-Family-DB-project-using-Gherkin","In this repository you'll see User Stories description and Scenarios for the Family DB project.In addittion it's contain the glossary for explanation terms from User Stories","1","Gherkin","2019-04-24T07:01:42Z","2026-04-06T15:26:30.391414","true","1","1 .feature files found","true","OK","2026-04-10T08:34:46Z","181698087","false","5","1","0","0","Gherkin","master","","","1","1","0","181","2019-04-16T13:46:51Z","2019-04-24T07:01:42Z","2019-04-24T07:01:44Z","0","0","0","0","true","false","false","false","",""
"918","vncrodrigues13/review-forum","https://github.com/vncrodrigues13/review-forum","Project for ESS ","1","Gherkin","2025-08-07T18:16:06Z","2026-04-06T15:26:30.391430","true","1","1 .feature files found","true","OK","2026-04-10T08:35:04Z","991483169","false","8","6","0","4","Gherkin","master","","","1","1","2","6604","2025-05-27T17:36:02Z","2025-08-07T18:16:06Z","2025-07-02T14:13:17Z","12","12","16","1","true","false","false","false","",""
"919","SylwiaR94/goit-cy-hw-07","https://github.com/SylwiaR94/goit-cy-hw-07","N/A","1","Gherkin","2024-02-07T22:03:15Z","2026-04-06T15:26:30.391448","true","1","1 .feature files found","true","OK","2026-04-10T08:35:24Z","754353432","false","1","1","0","0","Gherkin","main","","","1","1","0","0","2024-02-07T22:01:33Z","2024-02-07T22:03:15Z","2024-02-08T10:58:29Z","0","0","0","0","true","false","false","false","",""
"920","cycle-labs/api-steps-example","https://github.com/cycle-labs/api-steps-example","A small example Cycle project showing how to use the new API steps","1","Gherkin","2023-11-10T20:02:19Z","2026-04-06T15:26:30.391456","true","1","1 .feature files found","true","OK","2026-04-10T08:35:33Z","691108719","false","11","1","0","0","Gherkin","main","Apache License 2.0","","1","1","2","93","2023-09-13T14:12:11Z","2023-11-10T20:02:19Z","2023-09-15T13:23:01Z","0","0","0","0","true","false","false","false","",""
"921","aroygas/java-rest-api-test-sample","https://github.com/aroygas/java-rest-api-test-sample","Java + Cucumber + REST Assured based test automation project","1","Gherkin","2020-05-30T08:22:41Z","2026-04-06T15:26:33.678589","true","1","1 .feature files found","true","OK","2026-04-10T08:35:58Z","267603254","false","16","1","0","0","Gherkin","master","","","1","1","0","29","2020-05-28T13:53:04Z","2020-05-30T08:22:41Z","2023-04-20T15:09:22Z","0","0","0","0","true","false","false","false","","allure,cucumber,gradle,java,rest-assured"
"922","CarlosDaniel661/Testing","https://github.com/CarlosDaniel661/Testing","N/A","1","Gherkin","2025-01-15T14:52:26Z","2026-04-06T15:26:33.678629","true","1","1 .feature files found","true","OK","2026-04-10T08:36:42Z","848383712","false","11","1","0","0","Gherkin","main","","","1","1","0","20447","2024-08-27T16:56:38Z","2025-01-15T14:52:26Z","2025-01-15T14:52:27Z","0","0","0","0","true","false","false","false","",""
"923","peterbond432/genlayer","https://github.com/peterbond432/genlayer","N/A","1","Gherkin","2025-11-20T15:07:43Z","2026-04-06T15:26:33.678661","true","1","1 .feature files found","true","OK","2026-04-10T08:37:21Z","1100596826","false","2","2","0","0","Gherkin","main","","","1","1","0","1","2025-11-20T13:51:17Z","2025-11-20T15:07:43Z","2025-11-24T18:18:31Z","1","1","0","1","true","false","false","false","",""
"924","joejingojack/QA","https://github.com/joejingojack/QA","N/A","1","Gherkin","2017-04-06T13:50:47Z","2026-04-06T15:26:33.678669","true","1","1 .feature files found","true","OK","2026-04-10T08:37:31Z","85768153","false","2","1","0","0","Gherkin","master","","","1","1","0","20374","2017-03-22T00:39:50Z","2017-04-06T13:50:47Z","2022-12-02T16:27:44Z","0","0","0","0","true","false","false","false","",""
"925","mig-25/java_test","https://github.com/mig-25/java_test","Setting up for Travis CI","1","Gherkin","2015-10-24T09:51:31Z","2026-04-06T15:26:33.678678","true","1","1 .feature files found","true","OK","2026-04-10T08:37:41Z","44664201","false","7","1","0","0","Cucumber","master","","","1","1","0","132","2015-10-21T08:55:26Z","2015-10-24T09:51:31Z","2015-10-24T00:57:50Z","0","0","0","0","true","false","false","false","",""
"926","purab/SeleniumCucumberTutorial","https://github.com/purab/SeleniumCucumberTutorial","Web application test using selenum cucumber tutorial","1","Gherkin","2022-07-08T17:12:32Z","2026-04-06T15:26:33.678721","true","1","1 .feature files found","true","OK","2026-04-10T08:38:35Z","511970944","false","1","1","0","0","Gherkin","master","","","1","1","0","2","2022-07-08T17:12:28Z","2022-07-08T17:12:32Z","2023-03-07T09:13:03Z","0","0","0","0","true","false","false","false","","cucumber,java,selenium"
"927","lucasfreitas611/qa-studio-tests-pad-o","https://github.com/lucasfreitas611/qa-studio-tests-pad-o","Cenários de teste em Gherkin para validação do sistema de gerar mensagens para Operação de Estúdio.","1","Gherkin","2026-01-25T19:59:51Z","2026-04-06T15:26:33.678748","true","1","1 .feature files found","true","OK","2026-04-10T08:39:04Z","1141968278","false","9","1","0","0","Gherkin","main","","","1","1","0","18","2026-01-25T18:32:44Z","2026-01-25T19:59:51Z","2026-04-03T03:16:14Z","0","0","0","0","true","false","false","false","",""
"928","fraibacas/event_filters_bdd","https://github.com/fraibacas/event_filters_bdd","N/A","1","Gherkin","2015-10-02T17:13:56Z","2026-04-06T15:26:33.678752","true","1","1 .feature files found","true","OK","2026-04-10T08:39:08Z","43522448","false","2","1","0","0","Cucumber","master","","","1","1","0","140","2015-10-01T21:33:00Z","2015-10-02T17:13:56Z","2022-03-02T15:11:36Z","0","0","0","0","true","false","false","false","",""
"929","techservicesillinois/terraform-aws-ecr","https://github.com/techservicesillinois/terraform-aws-ecr","Provides an EC2 Container Registry repository","1","Gherkin","2024-09-09T18:13:05Z","2026-04-06T15:26:33.678764","true","1","1 .feature files found","true","OK","2026-04-10T08:39:23Z","154728808","false","14","1","0","2","Gherkin","main","MIT License","","1","1","3","30","2018-10-25T19:50:40Z","2024-09-09T18:13:05Z","2024-09-09T18:12:16Z","1","1","13","1","true","false","false","false","",""
"930","arochagabriel/poc_karateDSL","https://github.com/arochagabriel/poc_karateDSL","N/A","1","Gherkin","2019-09-10T15:24:34Z","2026-04-06T15:26:33.678772","true","1","1 .feature files found","true","OK","2026-04-10T08:39:33Z","207594283","false","4","1","0","1","Gherkin","master","","","1","1","0","56","2019-09-10T15:21:38Z","2019-09-10T15:24:34Z","2019-11-21T06:20:14Z","0","0","0","0","true","false","false","false","",""
"931","RobertLowe/c4j-hidden-folder-bug","https://github.com/RobertLowe/c4j-hidden-folder-bug","N/A","1","Gherkin","2020-04-28T23:48:44Z","2026-04-06T15:26:33.678788","true","1","1 .feature files found","true","OK","2026-04-10T08:39:52Z","259777988","false","1","1","0","0","Gherkin","master","","","1","1","0","0","2020-04-28T23:47:53Z","2020-04-28T23:48:44Z","2023-11-30T02:16:31Z","0","0","0","0","true","false","false","false","",""
"932","UltraMagnu/vulnhub_breakout","https://github.com/UltraMagnu/vulnhub_breakout","N/A","1","Gherkin","2023-01-22T05:55:35Z","2026-04-06T15:26:33.678800","true","1","1 .feature files found","true","OK","2026-04-10T08:40:08Z","591863683","false","10","1","0","0","Gherkin","main","","","1","1","0","10","2023-01-22T05:55:26Z","2023-01-22T05:55:35Z","2024-08-19T10:40:40Z","0","0","0","0","true","false","false","false","",""
"933","kierengill/CS480-Natural-Language-Processing","https://github.com/kierengill/CS480-Natural-Language-Processing","N/A","1","Gherkin","2022-09-19T18:50:40Z","2026-04-06T15:26:33.678804","true","1","1 .feature files found","true","OK","2026-04-10T08:40:12Z","538640137","false","2","2","0","0","Gherkin","master","","","1","1","0","33689","2022-09-19T18:21:40Z","2022-09-19T18:50:40Z","2022-12-07T22:02:38Z","0","0","0","0","true","false","false","false","",""
"934","kaaneminoglu/BookListStorageTestCase","https://github.com/kaaneminoglu/BookListStorageTestCase","Karate API Test ","1","Gherkin","2021-12-02T06:26:23Z","2026-04-06T15:26:33.678846","true","1","1 .feature files found","true","OK","2026-04-10T08:41:01Z","433934831","false","2","1","0","0","Gherkin","master","","","1","1","0","4","2021-12-01T18:08:58Z","2021-12-02T06:26:23Z","2022-01-10T07:33:30Z","0","0","0","0","true","false","false","false","","api,cucumber,gherkin,java,karate,karate-framework,maven"
"935","gutierrezmatias/squad_12_2022_1c","https://github.com/gutierrezmatias/squad_12_2022_1c","N/A","1","Gherkin","2022-07-08T19:41:57Z","2026-04-06T15:26:33.678854","true","1","1 .feature files found","true","OK","2026-04-10T08:41:10Z","484236742","false","3","5","0","1","Gherkin","main","","","1","1","2","185","2022-04-21T23:44:59Z","2022-07-08T19:41:57Z","2022-06-16T02:12:47Z","22","22","0","0","true","false","false","false","",""
